"b'SUGAR Cosmetics Matte As Hell Mini Sets \n \xf0\x9f\x94\xb9 Offer price-\xe2\x82\xb91,099.00\n \xf0\x9f\x94\xb9 MRP-\xe2\x82\xb91,799.00\n \xf0\x9f\x94\xb9 You Save: \xe2\x82\xb9700.00 (39%)\n \xe2\x9c\xa8 Re\xe2\x80\xa6 https://t.co/GkZjsPizeF'"
"b'*Sugar Cosmetics Matte As Hell Mini Sets - Nude at \xe2\x82\xb9934*\n\nApply 15% Coupon\n\nhttps://t.co/IsWXHYs6bO\n\nMRP: \xe2\x82\xb91,799\n.'"
"b'Sugar Cosmetics Matte As Hell Mini Sets - Nude at \xe2\x82\xb9934\n\nApply Coupon\n\nMRP: \xe2\x82\xb91,799\n\n\xf0\x9f\x94\x97 Link : https://t.co/cFS61zc2LD'"
b'\xe2\x9c\x85 SUGAR Cosmetics Matte As Hell Mini Sets \xe2\x80\x93 Nude@934\n\nApply 15% off Coupon\n\nhttps://t.co/vl3ZOnsSzI\n\n\xe2\x9c\x94\xef\xb8\x8f MRP 1799'
"b'Kelp is the most American seaweed.  Grown commercially in Maine and Alaska, not yet in #NH but being explored.  Sug\xe2\x80\xa6 https://t.co/1EBUeKYrNb'"
b'@kaushikmkj Wishing u the same success for Sugar cosmetics in the near future \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb'
b'Lowest Price Now\nRating:3.9 out of 5\xe2\x9c\xa8\nPrice:\xe2\x82\xb9474.00\xf0\x9f\x8f\xb7\xef\xb8\x8f\nBuy From Amazon\xf0\x9f\x9b\x92:https://t.co/EOPzG2oxGN\n#beauty #make-up&amp;nai\xe2\x80\xa6 https://t.co/vgfBr6SAcJ'
b'Get all the best brands of cosmetics from your online store ODYODY!!! Shop now https://t.co/ekwexT3FBS\xe2\x80\xa6 https://t.co/od4JY6veV7'
b'i\xe2\x80\x99m still on the lookout for sugar mommys to buy me cosmetics\xf0\x9f\x98\xa1 hurry up'
b'@Dazzatheman18 About what a sugar cum fairy looks like? I went a bit crazy with my Huda beauty palette and glisten\xe2\x80\xa6 https://t.co/8U3cb0Ypr0'
b'New Product\nRating:4.3 out of 5\xe2\x9c\xa8\nPrice:\xe2\x82\xb9399.00\xf0\x9f\x8f\xb7\xef\xb8\x8f\nBuy From Amazon\xf0\x9f\x9b\x92:https://t.co/Vnbc3OJ4jo\n#beauty #tools&amp;accessorie\xe2\x80\xa6 https://t.co/iyK1RzjSM4'
"b'Bru the new Sugar Cosmetics nail paint I got only looks good in the bottle, needs 3 coats to be opaque and takes forever to dry. #scammed'"
"b""All skin types need Exfoliation for a healthy glowing look. \nTry L'Or\xc3\xa9al Paris sugar scrubs combined with Nourish C\xe2\x80\xa6 https://t.co/pEUbur08Pk"""
b'We have a new almond milk sugar cookie latte &amp; the syrup smells like the vanilla frosting scent that you find in li\xe2\x80\xa6 https://t.co/fnpDI4bBUp'
b'Sugar Cosmetics at Rs249 \xe2\x80\x93 Buy 2 Get 1\xc2\xa0Free https://t.co/S9FW38ehNy'
"b'@SShabbarZaidi This is no revelation.Pakistan has become paradise for importers since long.Hence,we r wasting our f\xe2\x80\xa6 https://t.co/bmbUDkd5m5'"
b'The heady feeling when someone unused to buying cosmetics grabs a whole bunch of them should be called a SUGAR rush.'
b'New Product\nRating:4.8 out of 5\xe2\x9c\xa8\nPrice:\xe2\x82\xb9599.00\xf0\x9f\x8f\xb7\xef\xb8\x8f\nBuy From Amazon\xf0\x9f\x9b\x92:https://t.co/IElQ0feRo7\n#beauty #tools&amp;accessorie\xe2\x80\xa6 https://t.co/BAmIer2BDP'
"b'HUGE BEAUTY HAUL \xe2\x80\x93 Nykaa, Sugar, Pac Cosmetics\n#beautifulhaul #NykaaVoucher #sugar #cosmetics\xe2\x80\xa6 https://t.co/DLqWNLVzl1'"
b'She\xe2\x80\x99s one dangerous mf if she\xe2\x80\x99s putting sugar scrubs near her coochie \xf0\x9f\xa5\xb4\xf0\x9f\xa4\xa7  Kei Rose Yoni Drip feminine scrubs gently\xe2\x80\xa6 https://t.co/gkEQeT9c4L'
b'SUGAR Cosmetics Else Matter Longwear Lipstick With Premium Matte Finish ... https://t.co/WBOx5SqZQu via @YouTube'
"b'Find out in Episode 4 of Girliyapa &amp; @WhisperIndia Present, INTERNS SEASON 2, Powered By @philipsindia | @trySUGAR\xe2\x80\xa6 https://t.co/X72tHd3K46'"
b'@PopCrave @ArianaGrande I just know demi is gonna start throwing a tantrum when they finds out the cosmetics are sugar free'
b'@losinglbsx you can just make a sugar scrub at home they\xe2\x80\x99re super easy! or buy from Elf cosmetics/lush'
b'Lowest Price Now\nRating:4.4 out of 5\xe2\x9c\xa8\nPrice:\xe2\x82\xb9999.00\xf0\x9f\x8f\xb7\xef\xb8\x8f\nBuy From Amazon\xf0\x9f\x9b\x92:https://t.co/R2Si7cTxQq\n#beauty #make-up&amp;nai\xe2\x80\xa6 https://t.co/0UXAUlHZOl'
b'DIWALI MAKEUP WITH SUGAR COSMETICS II #giftaSugarCosmetics https://t.co/JsJys6RBsS @trySUGAR https://t.co/JyfpTDiDd4'
b'New Fashion In @Amazon\nRating:3.9 out of 5\xe2\x9c\xa8\nPrice:\xe2\x82\xb9474.00\xf0\x9f\x8f\xb7\xef\xb8\x8f\nBuy From Amazon\xf0\x9f\x9b\x92:https://t.co/EOPzG2oxGN\n#beauty #make-\xe2\x80\xa6 https://t.co/gq43oQyIkO'
b'NEW! \xf0\x9f\x8c\xb8\xf0\x9f\x8e\x80\xe2\x9c\xa8 Introducing our limited edition #HelloKitty Lovely Luxury Spa Set! Cherry Blossom scented + Limited Editio\xe2\x80\xa6 https://t.co/uhsuZ0kc3T'
b'New post (How To Create An Indian Festive Look | Festive Makeup Tutorial | #shorts | SUGAR Cosmetics) has been publ\xe2\x80\xa6 https://t.co/iGqALzubOF'
b'New Product\nRating:3.9 out of 5\xe2\x9c\xa8\nPrice:All Time Low\xf0\x9f\x8f\xb7\xef\xb8\x8f\nBuy From Amazon\xf0\x9f\x9b\x92:https://t.co/Hif5SxWqfJ\n#beauty #make-up&amp;nai\xe2\x80\xa6 https://t.co/w7mvxZRJQj'
"b""I am in love with sugar cosmetics. Just in case if you're wondering what to gift me."""
"b'Nykaa, Sugar Cosmetics and many more owes a lot to all females who are insecure about their looks. Only because of\xe2\x80\xa6 https://t.co/igWrBVGe5O'"
b'Hey! I have got some awesome news for you! Use this link to get 50% off on your first order via the SUGAR Cosmetics\xe2\x80\xa6 https://t.co/zzHSjnZH2Z'
b'New Product\nRating:3.9 out of 5\xe2\x9c\xa8\nPrice:All Time Low\xf0\x9f\x8f\xb7\xef\xb8\x8f\nBuy From Amazon\xf0\x9f\x9b\x92:https://t.co/Hif5SxWqfJ\n#beauty #make-up&amp;nai\xe2\x80\xa6 https://t.co/z9Y4LV0itB'
"b'Omg, can I get a sugar daddy already, I need me these new cosmetics \xf0\x9f\xa5\xb4'"
b'New Product\nRating:4.3 out of 5\xe2\x9c\xa8\nPrice:\xe2\x82\xb9399.00\xf0\x9f\x8f\xb7\xef\xb8\x8f\nBuy From Amazon\xf0\x9f\x9b\x92:https://t.co/Vnbc3OJ4jo\n#beauty #tools&amp;accessorie\xe2\x80\xa6 https://t.co/2DzdfsdAfc'
b'New Product\nRating:4.8 out of 5\xe2\x9c\xa8\nPrice:\xe2\x82\xb9599.00\xf0\x9f\x8f\xb7\xef\xb8\x8f\nBuy From Amazon\xf0\x9f\x9b\x92:https://t.co/IElQ0feRo7\n#beauty #tools&amp;accessorie\xe2\x80\xa6 https://t.co/McVQEig2vp'
b'@trySUGAR worst experience I have with Sugar Cosmetics as whenever I ordered something it always takes a lot time..\xe2\x80\xa6 https://t.co/6JRONbYeNp'
"b'SUGAR Cosmetics Matte As Hell Mini Sets \n \xf0\x9f\x94\xb9 Offer price-\xe2\x82\xb91,099.00\n \xf0\x9f\x94\xb9 MRP-\xe2\x82\xb91,799.00\n \xf0\x9f\x94\xb9 You Save: \xe2\x82\xb9700.00 (39%)\n \xe2\x9c\xa8 Re\xe2\x80\xa6 https://t.co/GkZjsPizeF'"
"b'*Sugar Cosmetics Matte As Hell Mini Sets - Nude at \xe2\x82\xb9934*\n\nApply 15% Coupon\n\nhttps://t.co/IsWXHYs6bO\n\nMRP: \xe2\x82\xb91,799\n.'"
"b'Sugar Cosmetics Matte As Hell Mini Sets - Nude at \xe2\x82\xb9934\n\nApply Coupon\n\nMRP: \xe2\x82\xb91,799\n\n\xf0\x9f\x94\x97 Link : https://t.co/cFS61zc2LD'"
b'\xe2\x9c\x85 SUGAR Cosmetics Matte As Hell Mini Sets \xe2\x80\x93 Nude@934\n\nApply 15% off Coupon\n\nhttps://t.co/vl3ZOnsSzI\n\n\xe2\x9c\x94\xef\xb8\x8f MRP 1799'
"b'Kelp is the most American seaweed.  Grown commercially in Maine and Alaska, not yet in #NH but being explored.  Sug\xe2\x80\xa6 https://t.co/1EBUeKYrNb'"
b'@kaushikmkj Wishing u the same success for Sugar cosmetics in the near future \xf0\x9f\x91\x8d\xf0\x9f\x8f\xbb'
b'Lowest Price Now\nRating:3.9 out of 5\xe2\x9c\xa8\nPrice:\xe2\x82\xb9474.00\xf0\x9f\x8f\xb7\xef\xb8\x8f\nBuy From Amazon\xf0\x9f\x9b\x92:https://t.co/EOPzG2oxGN\n#beauty #make-up&amp;nai\xe2\x80\xa6 https://t.co/vgfBr6SAcJ'
b'Get all the best brands of cosmetics from your online store ODYODY!!! Shop now https://t.co/ekwexT3FBS\xe2\x80\xa6 https://t.co/od4JY6veV7'
b'i\xe2\x80\x99m still on the lookout for sugar mommys to buy me cosmetics\xf0\x9f\x98\xa1 hurry up'
b'@Dazzatheman18 About what a sugar cum fairy looks like? I went a bit crazy with my Huda beauty palette and glisten\xe2\x80\xa6 https://t.co/8U3cb0Ypr0'
b'New Product\nRating:4.3 out of 5\xe2\x9c\xa8\nPrice:\xe2\x82\xb9399.00\xf0\x9f\x8f\xb7\xef\xb8\x8f\nBuy From Amazon\xf0\x9f\x9b\x92:https://t.co/Vnbc3OJ4jo\n#beauty #tools&amp;accessorie\xe2\x80\xa6 https://t.co/iyK1RzjSM4'
"b'Bru the new Sugar Cosmetics nail paint I got only looks good in the bottle, needs 3 coats to be opaque and takes forever to dry. #scammed'"
"b""All skin types need Exfoliation for a healthy glowing look. \nTry L'Or\xc3\xa9al Paris sugar scrubs combined with Nourish C\xe2\x80\xa6 https://t.co/pEUbur08Pk"""
b'We have a new almond milk sugar cookie latte &amp; the syrup smells like the vanilla frosting scent that you find in li\xe2\x80\xa6 https://t.co/fnpDI4bBUp'
b'Sugar Cosmetics at Rs249 \xe2\x80\x93 Buy 2 Get 1\xc2\xa0Free https://t.co/S9FW38ehNy'
"b'@SShabbarZaidi This is no revelation.Pakistan has become paradise for importers since long.Hence,we r wasting our f\xe2\x80\xa6 https://t.co/bmbUDkd5m5'"
b'The heady feeling when someone unused to buying cosmetics grabs a whole bunch of them should be called a SUGAR rush.'
b'New Product\nRating:4.8 out of 5\xe2\x9c\xa8\nPrice:\xe2\x82\xb9599.00\xf0\x9f\x8f\xb7\xef\xb8\x8f\nBuy From Amazon\xf0\x9f\x9b\x92:https://t.co/IElQ0feRo7\n#beauty #tools&amp;accessorie\xe2\x80\xa6 https://t.co/BAmIer2BDP'
"b'HUGE BEAUTY HAUL \xe2\x80\x93 Nykaa, Sugar, Pac Cosmetics\n#beautifulhaul #NykaaVoucher #sugar #cosmetics\xe2\x80\xa6 https://t.co/DLqWNLVzl1'"
b'She\xe2\x80\x99s one dangerous mf if she\xe2\x80\x99s putting sugar scrubs near her coochie \xf0\x9f\xa5\xb4\xf0\x9f\xa4\xa7  Kei Rose Yoni Drip feminine scrubs gently\xe2\x80\xa6 https://t.co/gkEQeT9c4L'
b'SUGAR Cosmetics Else Matter Longwear Lipstick With Premium Matte Finish ... https://t.co/WBOx5SqZQu via @YouTube'
"b'Find out in Episode 4 of Girliyapa &amp; @WhisperIndia Present, INTERNS SEASON 2, Powered By @philipsindia | @trySUGAR\xe2\x80\xa6 https://t.co/X72tHd3K46'"
b'@PopCrave @ArianaGrande I just know demi is gonna start throwing a tantrum when they finds out the cosmetics are sugar free'
b'@losinglbsx you can just make a sugar scrub at home they\xe2\x80\x99re super easy! or buy from Elf cosmetics/lush'
b'Lowest Price Now\nRating:4.4 out of 5\xe2\x9c\xa8\nPrice:\xe2\x82\xb9999.00\xf0\x9f\x8f\xb7\xef\xb8\x8f\nBuy From Amazon\xf0\x9f\x9b\x92:https://t.co/R2Si7cTxQq\n#beauty #make-up&amp;nai\xe2\x80\xa6 https://t.co/0UXAUlHZOl'
b'DIWALI MAKEUP WITH SUGAR COSMETICS II #giftaSugarCosmetics https://t.co/JsJys6RBsS @trySUGAR https://t.co/JyfpTDiDd4'
b'New Fashion In @Amazon\nRating:3.9 out of 5\xe2\x9c\xa8\nPrice:\xe2\x82\xb9474.00\xf0\x9f\x8f\xb7\xef\xb8\x8f\nBuy From Amazon\xf0\x9f\x9b\x92:https://t.co/EOPzG2oxGN\n#beauty #make-\xe2\x80\xa6 https://t.co/gq43oQyIkO'
b'NEW! \xf0\x9f\x8c\xb8\xf0\x9f\x8e\x80\xe2\x9c\xa8 Introducing our limited edition #HelloKitty Lovely Luxury Spa Set! Cherry Blossom scented + Limited Editio\xe2\x80\xa6 https://t.co/uhsuZ0kc3T'
b'New post (How To Create An Indian Festive Look | Festive Makeup Tutorial | #shorts | SUGAR Cosmetics) has been publ\xe2\x80\xa6 https://t.co/iGqALzubOF'
b'New Product\nRating:3.9 out of 5\xe2\x9c\xa8\nPrice:All Time Low\xf0\x9f\x8f\xb7\xef\xb8\x8f\nBuy From Amazon\xf0\x9f\x9b\x92:https://t.co/Hif5SxWqfJ\n#beauty #make-up&amp;nai\xe2\x80\xa6 https://t.co/w7mvxZRJQj'
"b""I am in love with sugar cosmetics. Just in case if you're wondering what to gift me."""
"b'Nykaa, Sugar Cosmetics and many more owes a lot to all females who are insecure about their looks. Only because of\xe2\x80\xa6 https://t.co/igWrBVGe5O'"
b'Hey! I have got some awesome news for you! Use this link to get 50% off on your first order via the SUGAR Cosmetics\xe2\x80\xa6 https://t.co/zzHSjnZH2Z'
b'New Product\nRating:3.9 out of 5\xe2\x9c\xa8\nPrice:All Time Low\xf0\x9f\x8f\xb7\xef\xb8\x8f\nBuy From Amazon\xf0\x9f\x9b\x92:https://t.co/Hif5SxWqfJ\n#beauty #make-up&amp;nai\xe2\x80\xa6 https://t.co/z9Y4LV0itB'
"b'Omg, can I get a sugar daddy already, I need me these new cosmetics \xf0\x9f\xa5\xb4'"
b'New Product\nRating:4.3 out of 5\xe2\x9c\xa8\nPrice:\xe2\x82\xb9399.00\xf0\x9f\x8f\xb7\xef\xb8\x8f\nBuy From Amazon\xf0\x9f\x9b\x92:https://t.co/Vnbc3OJ4jo\n#beauty #tools&amp;accessorie\xe2\x80\xa6 https://t.co/2DzdfsdAfc'
b'New Product\nRating:4.8 out of 5\xe2\x9c\xa8\nPrice:\xe2\x82\xb9599.00\xf0\x9f\x8f\xb7\xef\xb8\x8f\nBuy From Amazon\xf0\x9f\x9b\x92:https://t.co/IElQ0feRo7\n#beauty #tools&amp;accessorie\xe2\x80\xa6 https://t.co/McVQEig2vp'
b'@trySUGAR worst experience I have with Sugar Cosmetics as whenever I ordered something it always takes a lot time..\xe2\x80\xa6 https://t.co/6JRONbYeNp'
b'@trySUGAR It was really helpful taking to you.'
b'@trySUGAR i have placed a order on 27oct but still now i havnt received my parcel my delivery date was 5th November\xe2\x80\xa6 https://t.co/HvrycNQZul'
"b""@shilpasmani We know how it feels and that's definitely not where we want you to be. There are surely more shades t\xe2\x80\xa6 https://t.co/8031RkepP4"""
b'@Abi_Harini Hey Abinaya! Our apologies for the trouble and thank you for speaking with us. Hope we could assist you\xe2\x80\xa6 https://t.co/orKcsmnmkW'
b'@trySUGAR Please check your DM.'
b'Still searching for the right nude colour?\xf0\x9f\x92\x84\nHere\xe2\x80\x99s an ideal nude lipstick guide for every skin tone.\xf0\x9f\x92\x8b\xe2\x9d\xa4\xef\xb8\x8f\n\n#TrySUGAR\xe2\x80\xa6 https://t.co/AigcXxC9EG'
"b'@trySUGAR where can I get the ""Six feet umber"" shade of your lipstick range? It\'s my single most favourite shade in\xe2\x80\xa6 https://t.co/EtDB3O87oq'"
"b'@trySUGAR Hello Team,\nShared the mail id and screenshot. Kindly check DM'"
"b'@trySUGAR Hello Team,\nDM ed mail id and screenshot'"
b'@panav_khurana Hey Panav! Apologies for the inconvenience caused. We hope your query was addressed after speaking t\xe2\x80\xa6 https://t.co/8zAjA4PtzW'
"b'@AindrilaBanerj6 Hey Aindrila! Your order is already confirmed today. Rest assured, we will share the tracking deta\xe2\x80\xa6 https://t.co/s4M6OONE64'"
"b'@trySUGAR yah, got the mail but still waiting for receiving it at well actually @trySUGAR'"
"b'@AindrilaBanerj6 Hey Aindrila! We have already responded to your query via DM, please check for further details.'"
b'@JacinthaMoraes Hey Jacintha! Thank you for sharing the details and taking the time to speak with us over the phone\xe2\x80\xa6 https://t.co/bHUMup9nxJ'
b'@trySUGAR Product received is defective. Received 1 week back. Disappointed with the Customer Support Service. No r\xe2\x80\xa6 https://t.co/PNAWNPFfjN'
b'\xf0\x9f\xa4\xa9NEW PRODUCT DROP!\xf0\x9f\xa4\xa9\nWatch Double Date Extreme Volume Mascara Duo in action as it lifts &amp; lengthens lashes for EXTRE\xe2\x80\xa6 https://t.co/eEDYPx4ifV'
b'@trySUGAR Done\n\n#Diwali #Contest\n@trySUGAR\n\n@vipingamer12\n@starvingout\n@sabanix\n@princessnehh\n@mumbaidexter'
"b""@trySUGAR it's done already. but my problem is stil not solved from your side. really disappointing. not expected from you @trySUGAR"""
"b'@trySUGAR Dear Sugu,\nI wrote the same &amp; sent pics in ur app I also called 3 of ur nos. No one answers First time I\xe2\x80\xa6 https://t.co/vhXEGbmKQh'"
b'@JacinthaMoraes Hey Jacintha! We really regret the inconvenience you had to face. Request you to please share the p\xe2\x80\xa6 https://t.co/8tEwhBl8Jl'
"b'@ShreyaD21632388 Hey Shreya! Your order is already out for delivery. Rest assured, it will be delivered to your doorstep very soon!'"
"b""@AindrilaBanerj6 @AindrilaBanerj6 Hey Aindrila! That shouldn't have happened and we will surely get this fixed. Req\xe2\x80\xa6 https://t.co/t7AdnrBc7O"""
b'@Abi_Harini Hey Abinaya! We are on our toes to get this fixed. Request you to please DM us your registered email ID\xe2\x80\xa6 https://t.co/p4UD8P8m8a'
b'@Abi_Harini Hey Abinaya! Regret any inconvenience caused and we will surely get this fixed. Request you to please D\xe2\x80\xa6 https://t.co/X7sLfzH6GN'
b'@trySUGAR Congratulations sugar\xf0\x9f\x8e\x89\xf0\x9f\xa5\xb3for new launch \xf0\x9f\x98\x8d\xe2\x9d\xa3\xef\xb8\x8f excited for this\xf0\x9f\x98\x8d I will definitely try it\xf0\x9f\x98\x8d\xe2\x9d\xa3\xef\xb8\x8fsugar products alw\xe2\x80\xa6 https://t.co/3g8aImq3hd'
"b'\xf0\x9f\x9a\xa8 New launch alert \xf0\x9f\x9a\xa8\n\nIntroducing the Double Date Extreme Volume Mascara! \xf0\x9f\x98\x8dIt gives you super-defined, dramatic eye\xe2\x80\xa6 https://t.co/00qmjkssQl'"
"b'@trySUGAR \nDear Sugu,\nYou have done it again ,\nIt is a constant pain,\nReturn u sent,\nWithout any Q T imminent,\nI am\xe2\x80\xa6 https://t.co/EMEIYzUtRP'"
"b'@trySUGAR deduct my money three days ago, still my order is confirmed and they not answering my call. is this your\xe2\x80\xa6 https://t.co/3hqwr1MEPg'"
b'@____swati___ @MyNykaa @trySUGAR @baggitworld And led by women!'
"b'@trySUGAR Hello sugar team, please respond to my query. I am posting in Twitter for second day and still my amount\xe2\x80\xa6 https://t.co/1LAGrzjYiC'"
b'@trySUGAR @MenwalSingh Done\xf0\x9f\xa4\x9e\xf0\x9f\xa4\x9e\n\n#Diwali #Giveaways #GiveawayAlert #ContestAlert #Contest @trySUGAR\nTag\n@menwal68\xe2\x80\xa6 https://t.co/YmQxzwj2UE'
b'@trySUGAR Guy follow and win SUGAR goodies worth INR 1K\n\n#Giveaways #GiveawayAlert #ContestAlert #Contest #Diwali\xe2\x80\xa6 https://t.co/SpZA6BQ7ml'
b'The incredible success of D2C brands like @MyNykaa @trySUGAR and @baggitworld with ONLY WOMEN as their consumers gi\xe2\x80\xa6 https://t.co/jxmbkZ5cIl'
"b""@trySUGAR Hiii sugar team I ordered a product on 3rd Nov and still I haven't received my order..."""
b'@trySUGAR Done @trySUGAR \n#Giveaways \n#GiveawayAlert #ContestAlert #ContestAlert \n Join \n@SingerUsha09\xe2\x80\xa6 https://t.co/NwlTnlHCLa'
b'@trySUGAR @TheDataAnalyser Done\xf0\x9f\xa4\x9e\xf0\x9f\xa4\x9e\n\n#Diwali #Giveaways #GiveawayAlert #ContestAlert #Contest @trySUGAR\nTag\n@menwal68\xe2\x80\xa6 https://t.co/yWQlr9z9w0'
b'@trySUGAR I have tried to place my order on oct-30 and amount is debited. But it is not showing in orders page.I ev\xe2\x80\xa6 https://t.co/bJL7eAim4Y'
